timestamp,price,year,month,day,hour
2023-01-22 01:00:00,21.16,2023,1,22,1
2023-01-22 02:00:00,21.73,2023,1,22,2
2023-01-22 03:00:00,23.75,2023,1,22,3
2023-01-22 04:00:00,24.72,2023,1,22,4
2023-01-22 05:00:00,25.75,2023,1,22,5
2023-01-22 06:00:00,26.42,2023,1,22,6
2023-01-22 07:00:00,33.47,2023,1,22,7
2023-01-22 08:00:00,31.77,2023,1,22,8
2023-01-22 09:00:00,25.19,2023,1,22,9
2023-01-22 10:00:00,22.1,2023,1,22,10
2023-01-22 11:00:00,20.83,2023,1,22,11
2023-01-22 12:00:00,20.01,2023,1,22,12
2023-01-22 13:00:00,19.64,2023,1,22,13
2023-01-22 14:00:00,18.94,2023,1,22,14
2023-01-22 15:00:00,19.02,2023,1,22,15
2023-01-22 16:00:00,22.6,2023,1,22,16
2023-01-22 17:00:00,43.45,2023,1,22,17
2023-01-22 18:00:00,48.74,2023,1,22,18
2023-01-22 19:00:00,43.79,2023,1,22,19
2023-01-22 20:00:00,30.91,2023,1,22,20
2023-01-22 21:00:00,28.44,2023,1,22,21
2023-01-22 22:00:00,24.92,2023,1,22,22
2023-01-22 23:00:00,22.92,2023,1,22,23
2023-01-23 00:00:00,22.75,2023,1,23,0
2023-01-23 01:00:00,20.68,2023,1,23,1
2023-01-23 02:00:00,20.71,2023,1,23,2
2023-01-23 03:00:00,21.18,2023,1,23,3
2023-01-23 04:00:00,20.6,2023,1,23,4
2023-01-23 05:00:00,24.07,2023,1,23,5
